customer_city,customer_state,lat,lon
jaguaribara,CE,-5.67765,-38.5359
jacare,SP,,
guaiba,RS,-30.1086,-51.3233
ouro preto do oeste,RO,-10.7167,-62.2565
formosa do oeste,PR,-24.2951,-53.3114
ascurra,SC,-26.9548,-49.3783
vera cruz,RS,-6.04399,-35.428
vera cruz,RS,-12.9568,-38.6153
vera cruz,RS,-29.7184,-52.5152
vera cruz,RS,-22.2183,-49.8207
araguacu,TO,-12.9289,-49.8231
xexeu,PE,-8.8046,-35.6212
redencao,PA,-8.02529,-50.0317
redencao,PA,-4.21587,-38.7277
buriticupu,MA,-4.32375,-46.4409
papagaios,MG,-19.4419,-44.7468
cafelandia,SP,-21.8031,-49.6092
cafelandia,SP,-24.6189,-53.3207
rubiacea,SP,-21.3006,-50.7296
buriti,MA,-3.94169,-42.9179
jarinu,SP,-23.1039,-46.728
santa cruz do timbo,SC,,
pinhalzinho,SC,-22.7811,-46.5897
pinhalzinho,SC,-26.8495,-52.9913
barra,BA,-11.0859,-43.1459
araguaia,ES,,
coaraci,BA,-14.637,-39.5556
quinta do sol,PR,-23.8533,-52.1309
cajobi,SP,-20.8773,-48.8063
lagoa dourada,MG,-20.9139,-44.0797
parisi,SP,-20.3034,-50.0163
alpercata,MG,-18.974,-41.97
tres cachoeiras,RS,-29.4487,-49.9275
celina,ES,,
pureza,RJ,-5.46393,-35.5554
campos belos,GO,-13.035,-46.7681
alta floresta d'oeste,RO,-11.9283,-61.9953
pocinhos,PB,-7.06658,-36.0668
rosario,MA,-2.93444,-44.2531
almirante tamandare do sul,RS,-28.1149,-52.9142
mutunopolis,GO,-13.7303,-49.2745
bela vista de goias,GO,-16.9693,-48.9513
serrana,SP,-21.2043,-47.5952
acarau,CE,-2.88769,-40.1183
cocal do sul,SC,-28.5986,-49.3335
ouro verde,SP,-26.692,-52.3108
ouro verde,SP,-21.4872,-51.7024
caconde,SP,-21.528,-46.6437
palmitos,SC,-27.0702,-53.1586
satuba,AL,-9.56911,-35.8227
santa filomena,PE,-9.11228,-45.9116
santa filomena,PE,-8.16688,-40.6079
amargosa,BA,-13.0215,-39.602
morro da fumaca,SC,-28.6511,-49.2169
morro agudo,SP,-20.7288,-48.0581
joao alfredo,PE,-7.86565,-35.5787
aratuba,CE,-4.41229,-39.0471
sao jorge,RS,-28.4984,-51.7064
conrado,RJ,,
sao joao do manteninha,MG,-18.723,-41.1628
cotipora,RS,-28.9891,-51.6971
brejetuba,ES,-20.1395,-41.2954
sao tomas de aquino,MG,-20.7791,-47.0962
sabino,SP,-21.4593,-49.5755
indianopolis,MG,-23.4762,-52.6989
indianopolis,MG,-19.0341,-47.9155
colinas,MA,-29.3948,-51.8556
colinas,MA,-6.03199,-44.2543
itaocara,RJ,-21.6748,-42.0758
pote,MG,-17.8077,-41.786
presidente medici,RO,-11.169,-61.8986
presidente medici,RO,-2.38991,-45.82
tabapua,SP,-20.9602,-49.0307
reriutaba,CE,-4.14191,-40.5759
jijoca de jericoacoara,CE,-2.79331,-40.5127
bom jesus do norte,ES,-21.1173,-41.6731
morro redondo,RS,-31.5887,-52.6261
timburi,SP,-23.2057,-49.6096
balneario rincao,SC,-28.8314,-49.2352
ladario,MS,-19.0089,-57.5973
campo novo,RS,-27.6792,-53.8052
sao sebastiao do cai,RS,-29.5885,-51.3749
altaneira,CE,-6.99837,-39.7356
lagoa grande,MG,-17.8323,-46.5165
lagoa grande,MG,-8.99452,-40.2767
indiaroba,SE,-11.5157,-37.515
santana da vargem,MG,-21.2449,-45.5005
paulino neves,MA,-2.72094,-42.5258
grao mogol,MG,-16.5662,-42.8923
nova olinda,TO,-7.63171,-48.4252
nova olinda,TO,-7.08415,-39.6713
nova olinda,TO,-7.47232,-38.0382
getulina,SP,-21.7961,-49.9312
santa cruz de monte castelo,PR,-22.9582,-53.2949
primeiro de maio,PR,-22.8517,-51.0293
sao fidelis,RJ,-21.6551,-41.756
elias fausto,SP,-23.0428,-47.3682
calcado,PE,-8.73108,-36.3366
estancia,SE,-11.2659,-37.4484
patrocinio do muriae,MG,-21.1544,-42.2125
pirai do sul,PR,-24.5306,-49.9433
tres coroas,RS,-29.5137,-50.7739
ouro verde de minas,MG,-18.0719,-41.2734
jurema,PE,-8.70714,-36.1347
jurema,PE,-9.21992,-43.1337
sao sebastiao do maranhao,MG,-18.0873,-42.5659
sao marcos,RS,-28.9677,-51.0696
santo estevao,BA,-12.428,-39.2505
jamapara,RJ,,
santo anastacio,SP,-21.9747,-51.6527
jamaica,SP,,
conchas,SP,-23.0154,-48.0134
perdigao,MG,-19.9411,-45.078
mimoso do sul,ES,-21.0628,-41.3615
riacho da cruz,RN,-5.92654,-37.949
sales oliveira,SP,-20.7696,-47.8369
ampere,PR,-25.9168,-53.4686
arembepe,BA,,
pocrane,MG,-19.6208,-41.6334
santa cruz do prata,MG,,
inacio martins,PR,-25.5704,-51.0769
sao domingos do araguaia,PA,-5.53732,-48.7366
divisa alegre,MG,-15.7221,-41.3463
jordania,MG,-15.9009,-40.1841
conchal,SP,-22.3375,-47.1729
sapezal,MT,-12.9892,-58.7645
setubinha,MG,-17.6002,-42.1587
alambari,SP,-23.5503,-47.898
cidade gaucha,PR,-23.3772,-52.9436
novo sao joaquim,MT,-14.9054,-53.0194
santa quiteria,CE,-4.32608,-40.1523
ibiraiaras,RS,-28.3741,-51.6377
catu,BA,-12.3513,-38.3791
porto xavier,RS,-27.9082,-55.1379
aragoiania,GO,-16.9087,-49.4476
janiopolis,PR,-24.1401,-52.7784
rolante,RS,-29.6462,-50.5819
sao roque do canaa,ES,-19.7411,-40.6526
buenos aires,PE,-7.72449,-35.3182
piquete,SP,-22.6069,-45.1869
ourizona,PR,-23.4053,-52.1964
santa barbara do sul,RS,-28.3653,-53.251
ibimirim,PE,-8.54026,-37.7032
charqueadas,RS,-29.9625,-51.6289
itambe,PR,-23.6601,-51.9912
itambe,PR,-7.41403,-35.0963
itambe,PR,-15.2429,-40.63
pimenteiras,PI,-6.23839,-41.4113
croata,CE,-4.40481,-40.9022
alvinopolis,MG,-20.1098,-43.0535
campos sales,CE,-7.06761,-40.3687
conceicao do caninde,PI,-7.87638,-41.5942
nossa senhora das dores,SE,-10.4854,-37.1963
santa rita d'oeste,SP,-20.1414,-50.8358
pedra preta,MT,-5.57352,-36.1084
pedra preta,MT,-16.6245,-54.4722
guarabira,PB,-6.85064,-35.485
imbe,RS,-29.9753,-50.1281
tres barras,SC,-26.1056,-50.3197
peixoto de azevedo,MT,-10.2262,-54.9794
ubirata,PR,-24.5393,-52.9865
queimadas,BA,-7.35029,-35.9031
queimadas,BA,-10.9736,-39.6293
assai,PR,-23.3697,-50.8459
piedade dos gerais,MG,-20.4715,-44.2243
santa helena de goias,GO,-17.8115,-50.5977
nova canaa do norte,MT,-10.558,-55.953
mari,PB,-7.05942,-35.318
ubaira,BA,-13.2714,-39.666
jacobina,BA,-11.1812,-40.5117
ivinhema,MS,-22.3046,-53.8184
glicerio,RJ,-21.3812,-50.2123
maurilandia,GO,-17.9719,-50.3388
marataizes,ES,-21.0398,-40.8384
sonora,MS,-17.5698,-54.7551
maracai,SP,-22.6149,-50.6713
luis correia,PI,-2.88438,-41.6641
julio de castilhos,RS,-29.2299,-53.6772
siqueira campos,PR,-23.6875,-49.8304
centenario do sul,PR,-22.8188,-51.5973
caetite,BA,-14.0684,-42.4861
novo cruzeiro,MG,-17.4654,-41.8826
sao jorge do oeste,PR,,
baianopolis,BA,-12.3016,-44.5388
ipanema,MG,-19.7992,-41.7164
rio fortuna,SC,-28.1244,-49.1068
bela vista de minas,MG,-19.8302,-43.0922
divinolandia,SP,-21.6637,-46.7361
goiatuba,GO,-18.0105,-49.3658
passo de torres,SC,-29.3099,-49.722
barra de santa rosa,PB,-6.71816,-36.0671
sao francisco,MG,-20.3623,-50.6952
sao francisco,MG,-6.60773,-38.0968
sao francisco,MG,-10.3442,-36.8869
sao francisco,MG,-15.9514,-44.8593
marilandia,ES,-19.4114,-40.5456
meleiro,SC,-28.8244,-49.6378
guidoval,MG,-21.155,-42.7887
rio das pedras,SP,-22.8417,-47.6047
sao goncalo do para,MG,-19.9822,-44.8593
sao jeronimo,RS,-29.9716,-51.7251
guarei,SP,-23.3714,-48.1837
salto da divisa,MG,-16.0063,-39.9391
sao joaquim de bicas,MG,-20.048,-44.2749
general camara,RS,-29.9032,-51.7612
sao bento abade,MG,-21.5839,-45.0699
iacanga,SP,-21.8896,-49.031
sobradinho,BA,-9.45024,-40.8145
sobradinho,BA,-29.4194,-53.0326
santo antonio do grama,MG,-20.3185,-42.6047
coronel pacheco,MG,-21.5898,-43.256
oeiras do para,PA,-2.00358,-49.8628
torres,RS,-29.3334,-49.7333
sao ludgero,SC,-28.3144,-49.1806
jose boiteux,SC,-26.9566,-49.6286
bananal,SP,-22.6819,-44.3281
mojui dos campos,PA,-2.6822,-54.6425
xangri-la,RS,-29.8065,-50.0519
farol,PR,-24.0958,-52.6217
sao lourenco do oeste,SC,-26.3557,-52.8498
campanario,MG,-18.2427,-41.7355
paulistana,PI,-8.13436,-41.1431
nova roma do sul,RS,-28.9882,-51.4095
alto taquari,MT,-17.8241,-53.2792
biritinga,BA,-11.6072,-38.8051
ipaba,MG,-19.4158,-42.4139
cocais,MG,,
arenapolis,MT,-14.4472,-56.8437
bom jesus das selvas,MA,-4.47638,-46.8641
brejo grande,SE,-10.4297,-36.4611
bom repouso,MG,-22.4675,-46.144
capanema,PA,-1.20529,-47.1778
capanema,PA,-25.6691,-53.8055
nazare da mata,PE,-7.74149,-35.2193
sao miguel do iguacu,PR,-25.3492,-54.2405
nova olinda do maranhao,MA,-2.84227,-45.6953
riolandia,SP,-19.9868,-49.6836
catanduvas,SC,-25.2044,-53.1548
catanduvas,SC,-27.069,-51.6602
boa viagem,CE,-5.11258,-39.7337
senador pompeu,CE,-5.58244,-39.3704
sao goncalo do sapucai,MG,-21.8932,-45.5893
costa marques,RO,-12.4367,-64.228
itapaje,CE,-3.68314,-39.5855
minduri,MG,-21.6797,-44.6051
porto belo,SC,-27.1586,-48.5469
sao luis do curu,CE,-3.66976,-39.2391
junqueiro,AL,-9.90696,-36.4803
inhambupe,BA,-11.781,-38.355
irineopolis,SC,-26.242,-50.7957
pirapozinho,SP,-22.2711,-51.4976
aroeiras,PB,-7.54473,-35.7066
campo do meio,MG,-21.1127,-45.8273
armazem,SC,-28.2448,-49.0215
presidente janio quadros,BA,-14.6885,-41.6798
palma sola,SC,-26.3471,-53.2771
sao joao,PR,-25.8214,-52.7252
sao joao,PR,-8.87576,-36.3653
nova santa rita,RS,-29.8525,-51.2837
nova santa rita,RS,-8.09707,-42.0471
juara,MT,-11.2639,-57.5244
vale real,RS,-29.3919,-51.2559
pinheiro machado,RS,-31.5794,-53.3798
jacaraci,BA,-14.8541,-42.4329
santa maria de itabira,MG,-19.4431,-43.1064
santa rita de minas,MG,-19.876,-42.1363
sitio do quinto,BA,-10.3545,-38.2213
varjao de minas,MG,-18.3741,-46.0313
paco do lumiar,MA,-2.51657,-44.1019
neopolis,SE,-10.3215,-36.585
ipubi,PE,-7.64505,-40.1476
jequitiba,MG,-19.2345,-44.0304
ipu,CE,-4.31748,-40.7059
paraiso do tocantins,TO,-10.175,-48.8823
piedade do rio grande,MG,-21.469,-44.1938
silvania,GO,-16.66,-48.6083
cachoeira,BA,-12.5994,-38.9587
itapecuru mirim,MA,-3.40202,-44.3508
alto do rodrigues,RN,-5.28186,-36.75
severiano melo,RN,-5.77666,-37.957
ortigueira,PR,-24.2058,-50.9185
sao cristovao,SE,-11.0084,-37.2044
barra de guabiraba,PE,-8.42075,-35.6585
sao geraldo da piedade,MG,-18.8411,-42.2867
herval d'oeste,SC,-27.1903,-51.4917
bemposta,RJ,,
alto jequitiba,MG,-20.4208,-41.967
estrela,RS,-29.5002,-51.9495
lagoa da confusao,TO,-10.7906,-49.6199
fervedouro,MG,-20.726,-42.279
mirinzal,MA,-2.07094,-44.7787
juruena,MT,-10.3178,-58.3592
iguatu,PR,-6.36281,-39.2892
iguatu,PR,-24.7153,-53.0827
emilianopolis,SP,-21.8314,-51.4832
capela nova,MG,-20.9179,-43.622
alfredo vasconcelos,MG,-21.1535,-43.7718
jaru,RO,-10.4318,-62.4788
tiradentes do sul,RS,-27.4022,-54.0814
virgem da lapa,MG,-16.807,-42.3431
chapada,RS,-28.0559,-53.0665
carmo do cajuru,MG,-20.1912,-44.7664
barra da estiva,BA,-13.6237,-41.3347
nova russas,CE,-4.70581,-40.5621
fortaleza dos valos,RS,-28.7986,-53.2249
barra de sao miguel,AL,-7.74603,-36.3209
barra de sao miguel,AL,-9.83842,-35.9057
ribeirao bonito,SP,-22.0685,-48.182
sao jose do cerrito,SC,-27.6602,-50.5733
chopinzinho,PR,-25.8515,-52.5173
raposo,RJ,,
tomar do geru,SE,-11.3694,-37.8433
tanque d'arca,AL,-9.53379,-36.4366
capao do cipo,RS,-28.9312,-54.5558
itirucu,BA,-13.529,-40.1472
jussari,BA,-15.192,-39.491
nova lacerda,MT,-14.4727,-59.6001
imaculada,PB,-7.3889,-37.5079
arenopolis,GO,-16.3837,-51.5563
quixeramobim,CE,-5.19067,-39.2889
camocim,CE,-2.9005,-40.8544
mutuipe,BA,-13.2284,-39.5044
japuiba,RJ,,
pomerode,SC,-26.7384,-49.1785
maranguape,CE,-3.89143,-38.6829
hidreletrica tucurui,PA,,
mariano moro,RS,-27.3568,-52.1467
zacarias,SP,-21.0506,-50.0552
muzambinho,MG,-21.3692,-46.5213
paulo jacinto,AL,-9.36792,-36.3672
riacho de santo antonio,PB,-7.68023,-36.157
bom jesus do amparo,MG,-19.7054,-43.4782
montezuma,MG,-15.1702,-42.4941
parauna,GO,-16.9463,-50.4484
oliveira,MG,-20.6982,-44.829
palmeirinha,PR,,
jacupiranga,SP,-24.6963,-48.0064
alexandria,RN,-6.40533,-38.0142
luizlandia do oeste,MG,,
sao mamede,PB,-6.92386,-37.0954
tanhacu,BA,-14.0197,-41.2473
tenente portela,RS,-27.3711,-53.7585
bady bassitt,SP,-20.9197,-49.4385
agua santa,RS,-28.1672,-52.031
santa branca,SP,-23.3933,-45.8875
nova europa,SP,-21.7765,-48.5705
guaratuba,PR,-25.8817,-48.5752
mairipotaba,GO,-17.2975,-49.4898
lobato,PR,-23.0058,-51.9524
cachoeira do campo,MG,,
serrolandia,BA,-11.4085,-40.2983
monsenhor tabosa,CE,-4.79102,-40.0646
silveiras,SP,-22.6638,-44.8522
lajeado,TO,-9.74996,-48.3565
lajeado,TO,-29.4591,-51.9644
alto rio doce,MG,-21.0281,-43.4067
redencao,CE,-8.02529,-50.0317
redencao,CE,-4.21587,-38.7277
guarara,MG,-21.7304,-43.0334
gilbues,PI,-9.83001,-45.3423
santa luzia do parua,MA,-2.51123,-45.7801
sume,PB,-7.66206,-36.884
piraquara,PR,-25.4422,-49.0624
xavantina,SC,-27.0667,-52.343
brejoes,BA,-13.1039,-39.7988
morretes,PR,-25.4744,-48.8345
santa helena de minas,MG,-16.9707,-40.6727
ribeirao cascalheira,MT,-12.9367,-51.8244
moju,PA,-1.88993,-48.7668
rodeio bonito,RS,-27.4742,-53.1706
carmo da cachoeira,MG,-21.4633,-45.2201
itaporanga,SP,-23.7043,-49.4819
itaporanga,SP,-7.30202,-38.1504
mondai,SC,-27.1008,-53.4032
itaicaba,CE,-4.67146,-37.833
tupandi,RS,-29.4772,-51.4174
saude,BA,-10.9428,-40.4155
sao romao,MG,-16.3641,-45.0749
brodowski,SP,-20.9845,-47.6572
propria,SE,-10.2138,-36.8442
machadinho d'oeste,RO,-9.44363,-61.9818
santo amaro de campos,RJ,,
pentecoste,CE,-3.79274,-39.2692
fatima do sul,MS,-22.3789,-54.5131
ibiracatu,MG,-15.6605,-44.1667
vanini,RS,-28.4758,-51.8447
candeias do jamari,RO,-8.7907,-63.7005
nova trento,SC,-27.278,-48.9298
santa rita do ibitipoca,MG,,
palmares do sul,RS,-30.2535,-50.5103
sao goncalo do amarante,CE,-5.79068,-35.3257
sao goncalo do amarante,CE,-3.60515,-38.9726
alfredo wagner,SC,-27.7001,-49.3273
rio do pires,BA,-13.1185,-42.2902
marechal floriano,ES,-20.4159,-40.67
imbau,PR,-24.448,-50.7533
jaguari,RS,-29.4936,-54.703
ibaiti,PR,-23.8478,-50.1932
ponte serrada,SC,-26.8733,-52.0112
santa helena,PR,-24.8585,-54.336
santa helena,PR,-26.937,-53.6214
santa helena,PR,-2.24426,-45.29
santa helena,PR,-6.7176,-38.6427
adolfo,SP,-21.2325,-49.6451
uniao do sul,MT,-11.5308,-54.3616
lapa,PR,-25.7671,-49.7168
ararangua,SC,-28.9356,-49.4918
joao neiva,ES,-19.7577,-40.386
panambi,RS,-28.2833,-53.5023
augusto correa,PA,-1.05109,-46.6147
dionisio cerqueira,SC,-26.2648,-53.6351
salinas,MG,-16.1753,-42.2964
canapolis,BA,-13.0725,-44.201
canapolis,BA,-18.7212,-49.2035
joaquim nabuco,PE,-8.62281,-35.5288
venancio aires,RS,-29.6143,-52.1932
cunha pora,SC,-26.895,-53.1662
polo petroquimico de triunfo,RS,,
sao pedro do iguacu,PR,-24.9373,-53.8521
alterosa,MG,-21.2488,-46.1387
sao paulo do potengi,RN,-5.8994,-35.7642
conceicao de macabu,RJ,-22.0834,-41.8719
senador guiomard,AC,-10.1497,-67.7362
capitao,RS,-29.2674,-51.9853
alcobaca,BA,-17.5195,-39.2036
governador eugenio barros,MA,-5.31897,-44.2469
bataipora,MS,,
pedra azul,MG,-16.0086,-41.2909
ventania,PR,-24.2458,-50.2376
iraucuba,CE,-3.74737,-39.7843
novo jardim,TO,-11.826,-46.6325
goiana,MG,-21.536,-43.1957
goiana,MG,-7.5606,-34.9959
cabo de santo agostinho,PE,-8.28218,-35.0253
ibertioga,MG,-21.433,-43.9639
sao francisco,SE,-20.3623,-50.6952
sao francisco,SE,-6.60773,-38.0968
sao francisco,SE,-10.3442,-36.8869
sao francisco,SE,-15.9514,-44.8593
nova guataporanga,SP,-21.332,-51.6447
livramento de nossa senhora,BA,-13.6369,-41.8432
extrema,RO,-22.854,-46.3178
santa maria do para,PA,-1.35392,-47.5712
martins soares,MG,-20.2546,-41.8786
simao dias,SE,-10.7387,-37.8097
centralina,MG,-18.5852,-49.2014
cambuquira,MG,-21.854,-45.2896
catarina,CE,-6.12291,-39.8736
igaracu do tiete,SP,-22.509,-48.5597
santo antonio do amparo,MG,-20.943,-44.9176
moreilandia,PE,-7.61931,-39.546
belo jardim,PE,-8.3313,-36.4258
goianesia,GO,-15.3118,-49.1162
perola,PR,-23.8039,-53.6834
bataguassu,MS,-21.7159,-52.4221
cantagalo,PR,-21.9797,-42.3664
cantagalo,PR,-25.3734,-52.1198
cantagalo,PR,-18.5248,-42.6223
nova fatima,PR,-23.4324,-50.5665
nova fatima,PR,-11.6031,-39.6302
dionisio,MG,-19.8433,-42.7701
suzanapolis,SP,-20.4981,-51.0268
horizontina,RS,-27.6282,-54.3053
belem,PB,-1.4554,-48.4898
belem,PB,-6.74261,-35.5166
belem,PB,-9.57047,-36.4904
glorinha,RS,-29.8798,-50.7734
monteiropolis,AL,-9.60357,-37.2505
areado,MG,-21.3572,-46.1421
apodi,RN,-5.65349,-37.7946
rio das flores,RJ,-22.1692,-43.5856
taquarana,AL,-9.64529,-36.4928
morro reuter,RS,-29.5379,-51.0811
taquara,RS,-29.6505,-50.7753
werneck,RJ,,
rancho alegre,PR,-23.0676,-50.9145
colorado,PR,-28.5258,-52.9928
colorado,PR,-22.8374,-51.9743
corupa,SC,-26.4246,-49.246
cristais paulista,SP,-20.4036,-47.4209
tibagi,PR,-24.5153,-50.4176
nova hartz,RS,-29.5808,-50.9051
tapejara,PR,-23.7315,-52.8735
tapejara,PR,-28.0652,-52.0097
nova mamore,RO,-10.4077,-65.3346
castanheiras,RO,-11.4253,-61.9482
irape,SP,,
casa branca,SP,-21.7708,-47.0852
estrela do norte,SP,-13.8665,-49.0716
estrela do norte,SP,-22.4859,-51.6632
sao joao batista,SC,-2.95398,-44.7953
sao joao batista,SC,-27.2772,-48.8474
breu branco,PA,-3.77191,-49.5735
imbituva,PR,-25.2285,-50.5989
bela cruz,CE,-3.04996,-40.1671
antonio pereira,MG,,
abadia dos dourados,MG,-18.4831,-47.3916
canavieiras,BA,-15.6722,-38.9536
nova olimpia,MT,-23.4703,-53.0898
nova olimpia,MT,-14.7889,-57.2886
conceicao das alagoas,MG,-19.9172,-48.3839
piratuba,SC,-27.4242,-51.7668
ubaitaba,BA,-14.303,-39.3222
chiapetta,RS,-27.923,-53.9419
nova bandeirantes,MT,-9.84977,-57.8139
guarda-mor,MG,-17.7673,-47.0998
alfredo marcondes,SP,-21.9527,-51.414
viana,MA,-20.3825,-40.4933
viana,MA,-3.20451,-44.9912
santo antonio do aracangua,SP,-20.9331,-50.498
rancho alegre d'oeste,PR,-24.3065,-52.9552
eneas marques,PR,-25.9445,-53.1659
iuna,ES,-20.3531,-41.5334
tomazina,PR,-23.7796,-49.9499
santa rita do itueto,MG,-19.3576,-41.3821
barreiros,PE,-8.81605,-35.1832
aguas frias,SC,-26.8794,-52.8568
afogados da ingazeira,PE,-7.74312,-37.631
bonito,PE,-8.47163,-35.7292
bonito,PE,-11.9668,-41.2647
bonito,PE,-1.36745,-47.3066
bonito,PE,-21.1261,-56.4836
ocara,CE,-4.48523,-38.5933
nova vicosa,BA,-17.8926,-39.3743
crixas,GO,-14.5412,-49.974
pombal,PB,-6.76606,-37.8003
itanhomi,MG,-19.1736,-41.863
clevelandia,PR,-26.4043,-52.3508
piacabucu,AL,-10.406,-36.434
sao carlos do ivai,PR,-23.3158,-52.4761
mambore,PR,-24.317,-52.5271
sao domingos,SC,-11.4649,-39.5268
sao domingos,SC,-26.5548,-52.5313
sao domingos,SC,-6.80313,-37.9488
sao domingos,SC,-10.7916,-37.5685
sao domingos,SC,-13.621,-46.7415
tracuateua,PA,-1.07653,-46.9031
extremoz,RN,-5.70143,-35.3048
iramaia,BA,-13.2902,-40.9595
alhandra,PB,-7.42977,-34.9057
serio,RS,-29.3904,-52.2685
itapui,SP,-22.2324,-48.7197
santa cruz de minas,MG,-21.1241,-44.2202
catole do rocha,PB,-6.34062,-37.747
sao jose do goiabal,MG,-19.9214,-42.7035
sao domingos do norte,ES,-19.1452,-40.6281
diogo de vasconcelos,MG,-20.4879,-43.1953
abaiara,CE,-7.34588,-39.0416
agronomica,SC,-27.2662,-49.708
ewbank da camara,MG,-21.5498,-43.5068
amaraji,PE,-8.37691,-35.4501
capivari de baixo,SC,-28.4498,-48.9631
vista alegre do alto,SP,-21.1692,-48.6284
conceicao,PB,-7.55106,-38.5014
serra talhada,PE,-7.98178,-38.289
eldorado,MS,-23.7868,-54.2838
eldorado,MS,-24.5281,-48.1141
macatuba,SP,-22.5002,-48.7102
cerro largo,RS,-28.1463,-54.7428
paranaiguara,GO,-18.9141,-50.6539
borda da mata,MG,-22.2707,-46.1653
capitao andrade,MG,-19.0748,-41.8614
candido mendes,MA,-1.43265,-45.7161
reginopolis,SP,-21.8914,-49.2268
colorado do oeste,RO,-13.1174,-60.5454
rifaina,SP,-20.0803,-47.4291
itaipulandia,PR,-25.1366,-54.3001
frei rogerio,SC,-27.175,-50.8076
sao pedro de alcantara,SC,-27.5665,-48.8048
custodia,PE,-8.08546,-37.6443
teixeiras,MG,-20.6561,-42.8564
bom jesus do tocantins,PA,-5.0424,-48.6047
bom jesus do tocantins,PA,-8.96306,-48.165
ibira,SP,-21.083,-49.2448
caraubas,RN,-5.78387,-37.5586
caraubas,RN,-7.72049,-36.492
correntina,BA,-13.3477,-44.6333
florestal,MG,-19.888,-44.4318
lagoa formosa,MG,-18.7715,-46.4012
queimadas,PB,-7.35029,-35.9031
queimadas,PB,-10.9736,-39.6293
sao manuel,SP,-22.7321,-48.5723
mirandiba,PE,-8.12113,-38.7388
grajau,MA,-5.81367,-46.1462
pontes e lacerda,MT,-15.2219,-59.3435
castelandia,GO,-18.0921,-50.203
barroso,MG,-21.1907,-43.972
olho d'agua das flores,AL,-9.53686,-37.2971
severinia,SP,-20.8108,-48.8054
sacramento,MG,-19.8622,-47.4508
guimarania,MG,-18.8425,-46.7901
carius,CE,-6.52428,-39.4916
arroio trinta,SC,-26.9257,-51.3407
botupora,BA,-13.3772,-42.5163
parobe,RS,-29.6243,-50.8312
iraquara,BA,-12.2429,-41.6155
sao joao do triunfo,PR,-25.683,-50.2949
fronteiras,PI,-7.08173,-40.6146
mar de espanha,MG,-21.8707,-43.0062
sales,SP,-21.3427,-49.4897
matelandia,PR,-25.2496,-53.9935
sertanopolis,PR,-23.0571,-51.0399
aiuruoca,MG,-21.9736,-44.6042
pacoti,CE,-4.22492,-38.922
glicerio,SP,-21.3812,-50.2123
crissiumal,RS,-27.4999,-54.0994
portelandia,GO,-17.3554,-52.6799
mendonca,SP,-21.1757,-49.5791
campos gerais,MG,-21.237,-45.7569
sao joao do ivai,PR,-23.9833,-51.8215
boquim,SE,-11.1397,-37.6195
chapadao do sul,MS,-18.788,-52.6263
cameta,PA,-2.24295,-49.4979
pedra do indaia,MG,-20.2563,-45.2107
edeia,GO,-17.3406,-49.9295
tobias barreto,SE,-11.1798,-37.9995
porto estrela,MT,-15.3235,-57.2204
pouso alto,MG,-22.1964,-44.9748
serra do salitre,MG,-19.1083,-46.6961
galvao,SC,-26.4549,-52.6875
quijingue,BA,-10.7505,-39.2137
cabo verde,MG,-21.4699,-46.3919
vargem alegre,RJ,-19.5988,-42.2949
seabra,BA,-12.4169,-41.7722
japura,PR,-23.4693,-52.5557
japura,PR,-1.88237,-66.9291
cruzeiro do sul,AC,-22.9624,-52.1622
cruzeiro do sul,AC,-29.5148,-51.9928
cruzeiro do sul,AC,-7.62762,-72.6756
moema,MG,-19.8387,-45.4127
roncador,PR,-24.5958,-52.2716
serra dos dourados,PR,,
bertolinia,PI,-7.63338,-43.9498
lagoa da canoa,AL,-9.83291,-36.7413
inhuma,PI,-6.665,-41.7041
agudo,RS,-29.6447,-53.2515
coremas,PB,-7.00712,-37.9346
angelina,SC,-27.5704,-48.9879
teofilandia,BA,-11.4827,-38.9913
dom pedro,MA,-5.03518,-44.4409
avelar,RJ,,
saloa,PE,-8.9723,-36.691
rio piracicaba,MG,-19.9284,-43.1829
vitorino freire,MA,-4.28184,-45.2505
biritiba-mirim,SP,-23.5698,-46.0407
vigia,PA,-0.861194,-48.1386
serranopolis,GO,-18.3067,-51.9586
alto horizonte,GO,-14.1978,-49.3378
ibiaca,RS,-28.0566,-51.8599
remigio,PB,-6.94992,-35.8011
sidrolandia,MS,-20.9302,-54.9692
sao joao dos patos,MA,-6.4934,-43.7036
jose de freitas,PI,-4.75146,-42.5746
sao joao do paraiso,RJ,-15.3168,-42.0213
sao joao do paraiso,RJ,-6.45634,-47.0594
pedro canario,ES,-18.3004,-39.9574
turvolandia,MG,-21.8733,-45.7859
sao joao do sul,SC,-29.2154,-49.8094
guamare,RN,-5.10619,-36.3222
itaquirai,MS,-23.4779,-54.187
itariri,SP,-24.2834,-47.1736
balneario arroio do silva,SC,-28.9806,-49.4237
baependi,MG,-21.957,-44.8874
espigao alto do iguacu,PR,-25.4216,-52.8348
brasilandia de minas,MG,-16.9999,-46.0081
paraty,RJ,-23.2221,-44.7175
indiana,SP,-22.1738,-51.2555
santa juliana,MG,-19.3108,-47.5322
paripueira,AL,-9.46313,-35.552
brazabrantes,GO,-16.4281,-49.3863
pecanha,MG,-18.5441,-42.5583
sulina,PR,-25.7066,-52.7299
itobi,SP,-21.7309,-46.9743
tupancireta,RS,-29.0858,-53.8445
delmiro gouveia,AL,-9.38534,-37.9987
rio de contas,BA,-13.5852,-41.8048
